id,postcode,woonplaats,alternatieve_schrijfwijzen,gemeente,provincie,netnummer,latitude,longitude,soort
1659,4213,Dalem,,Gorinchem,Zuid-Holland,183,51.8264014,5.0070217,Adres
1660,4214,Vuren,,Lingewaal,Gelderland,183,51.8244417,5.0477201,Adres + Postbus
1661,4221,Hoogblokland,,Giessenlanden,Zuid-Holland,183,51.8744633,4.9753367,Adres
1662,4223,Hoornaar,,Giessenlanden,Zuid-Holland,183,51.8818928,4.9446089,Adres + Postbus
1663,4225,Noordeloos,,Giessenlanden,Zuid-Holland,183,51.9041025,4.944463,Adres
1664,4230,Meerkerk,,Zederik,Zuid-Holland,183,52.3004603,4.9667026,Postbus
1666,4233,Ameide,,Zederik,Zuid-Holland,183,51.9543595,4.9624281,Adres
1668,4240,Arkel,,Giessenlanden,Zuid-Holland,183,52.0662691,4.5306763,Postbus
1670,4243,Nieuwland,,Zederik,Zuid-Holland,183,51.9011115,5.0150939,Adres
1671,4245,Leerbroek,,Zederik,Zuid-Holland,345,51.9085296,5.0509421,Adres
1672,4247,Kedichem,,Leerdam,Zuid-Holland,183,51.859547,5.0500158,Adres
1673,4250,Werkendam,,Werkendam,Noord-Brabant,183,51.8065547,4.8967858,Postbus
1675,4254,Sleeuwijk,SLEEUWYK,Werkendam,Noord-Brabant,183,51.810891,4.9511788,Adres + Postbus
1676,4255,Nieuwendijk,NIEUWENDYK,Werkendam,Noord-Brabant,183,51.7704114,4.9219419,Adres + Postbus
1677,4260,Wijk en Aalburg,WYK EN AALBURG,Aalburg,Noord-Brabant,416,51.7606454,5.1310032,Postbus
1679,4264,Veen,,,Noord-Brabant,416,51.7793516,5.1077955,Adres + Postbus
1680,4265,Genderen,,Aalburg,Noord-Brabant,416,51.7359282,5.0894323,Adres
1681,4266,Eethen,,Aalburg,Noord-Brabant,416,51.7330603,5.0525521,Adres
1682,4267,Drongelen,,Aalburg,Noord-Brabant,416,51.715221,5.0535523,Adres
1683,4268,Meeuwen,,Aalburg,Noord-Brabant,416,51.728317,5.0090627,Adres
1684,4269,Babylonienbroek,BABYLONIENBROEK,Aalburg,Noord-Brabant,416,51.75,5.05,Adres
1685,4271,Dussen,,Werkendam,Noord-Brabant,416,51.7300853,4.9636688,Adres
1686,4273,Hank,,Werkendam,Noord-Brabant,162,51.734558,4.8959349,Adres
1687,4280,Andel,,Woudrichem,Noord-Brabant,183,51.6892054,5.0452106,Postbus
1689,4283,Giessen,,Woudrichem,Noord-Brabant,183,51.7906305,5.030891,Adres
1691,4285,Woudrichem,,Woudrichem,Noord-Brabant,183,51.8170069,5.0037508,Adres + Postbus
1692,4286,Almkerk,,Woudrichem,Noord-Brabant,183,51.7719653,4.9609986,Adres + Postbus
1693,4287,Waardhuizen,,Woudrichem,Noord-Brabant,183,51.7768855,5.0074388,Adres
1694,4288,Uitwijk,UITWYK,Woudrichem,Noord-Brabant,183,51.7856212,5.0071044,Adres
1695,4300,Zierikzee,,Schouwen-Duiveland,Zeeland,111,51.6471762,3.9188477,Postbus
1699,4305,Ouwerkerk,,Schouwen-Duiveland,Zeeland,111,51.6260288,3.9834204,Adres
1700,4306,Nieuwerkerk,,Schouwen-Duiveland,Zeeland,111,51.6496411,4.0004632,Adres
1701,4307,Oosterland,,Schouwen-Duiveland,Zeeland,111,51.6501195,4.0375444,Adres
1702,4308,Sirjansland,,Schouwen-Duiveland,Zeeland,111,51.6762875,4.0312695,Adres
1703,4310,Bruinisse,,Schouwen-Duiveland,Zeeland,111,51.6237543,4.1903715,Postbus
1705,4315,Dreischor,,Schouwen-Duiveland,Zeeland,111,51.689295,3.9831787,Adres
1706,4316,Zonnemaire,,Schouwen-Duiveland,Zeeland,111,51.7130521,3.9518196,Adres
1707,4317,Noordgouwe,,Schouwen-Duiveland,Zeeland,111,51.6934407,3.9382807,Adres
1708,4318,Brouwershaven,,Schouwen-Duiveland,Zeeland,111,51.7253972,3.9121993,Adres + Postbus
1709,4321,Kerkwerve,,Schouwen-Duiveland,Zeeland,111,51.685601,3.8995116,Adres
1710,4322,Scharendijke,SCHARENDYKE,Schouwen-Duiveland,Zeeland,111,51.7357017,3.8446523,Adres + Postbus
1711,4323,Ellemeet,,Schouwen-Duiveland,Zeeland,111,51.7297274,3.8158588,Adres
1712,4325,Renesse,,Schouwen-Duiveland,Zeeland,111,51.73129,3.771445,Adres
1713,4326,Noordwelle,,Schouwen-Duiveland,Zeeland,111,51.7180023,3.7923999,Adres
1714,4327,Serooskerke,SEROOSKERKE WALCH,Schouwen-Duiveland,Zeeland,118,51.7017905,3.8147897,Adres
1715,4328,Burgh-Haamstede,Burgh Haamstede;Burgh,Schouwen-Duiveland,Zeeland,111,51.695833,3.743333,Adres + Postbus
1716,4330,Middelburg,,Middelburg,Zeeland,118,51.496765,3.5971822,Postbus
1725,4339,Nieuw en Sint Joosland,NIEUW EN ST JOOSL,Middelburg,Zeeland,118,51.4834686,3.6583794,Adres
1726,4340,Arnemuiden,,Middelburg,Zeeland,118,51.513446,3.7308001,Postbus
1728,4351,Veere,,Veere,Zeeland,118,51.5482937,3.6660061,Adres
1729,4352,Gapinge,,Veere,Zeeland,118,51.5438497,3.6242172,Adres
1731,4354,Vrouwenpolder,,Veere,Zeeland,118,51.5772562,3.6187496,Adres
1732,4356,Oostkapelle,,Veere,Zeeland,118,51.567147,3.5525823,Adres
1733,4357,Domburg,,Veere,Zeeland,118,51.5634575,3.4998639,Adres + Postbus
1734,4360,Westkapelle,,Veere,Zeeland,118,51.5184166,3.4519334,Adres + Postbus
1736,4363,Aagtekerke,,Veere,Zeeland,118,51.5466135,3.511869,Adres
1737,4364,Grijpskerke,GRYPSKERKE,Veere,Zeeland,118,51.5336858,3.5624386,Adres
1738,4365,Meliskerke,,Veere,Zeeland,118,51.5140606,3.5097681,Adres
1739,4370,Koudekerke,,Veere,Zeeland,118,51.4687704,3.5243139,Postbus
1741,4373,Biggekerke,,Veere,Zeeland,118,51.4997479,3.5243893,Adres
1742,4374,Zoutelande,,Veere,Zeeland,118,51.5023416,3.4867275,Adres + Postbus
1743,4380,Vlissingen,,Vlissingen,Zeeland,118,51.4483479,3.5696039,Postbus
1751,4388,Oost-Souburg,OOST SOUBURG,Vlissingen,Zeeland,118,51.467957,3.6055656,Adres
1752,4389,Ritthem,,Vlissingen,Zeeland,118,51.4513474,3.6260148,Adres
1753,4400,Yerseke,,Reimerswaal,Zeeland,113,51.4927155,4.0497668,Postbus
1755,4411,Rilland,,Reimerswaal,Zeeland,113,51.4168703,4.1808409,Adres
1756,4413,Krabbendijke,KRABBENDYKE,Reimerswaal,Zeeland,113,51.4308295,4.1121385,Adres + Postbus
1757,4414,Waarde,,Reimerswaal,Zeeland,113,51.4184562,4.0681591,Adres
1758,4415,Oostdijk,OOSTDYK,Reimerswaal,Zeeland,113,51.4435618,4.0789366,Adres
1759,4416,Kruiningen,,Reimerswaal,Zeeland,113,51.4488556,4.034088,Adres + Postbus
1760,4417,Hansweert,,Reimerswaal,Zeeland,113,51.4491458,4.0043985,Adres
1761,4420,Kapelle,,Kapelle,Zeeland,113,51.4864301,3.957104,Onbekend
1763,4423,Schore,,Kapelle,Zeeland,113,51.4626485,3.998334,Adres
1764,4424,Wemeldinge,,Kapelle,Zeeland,113,51.5167534,3.9964784,Adres
1765,4430,'s-Gravenpolder,S GRAVENPOLDER,Borsele,Zeeland,113,51.4585553,3.9041631,Postbus
1767,4433,Hoedekenskerke,,Borsele,Zeeland,113,51.424627,3.9130838,Adres
1768,4434,Kwadendamme,,Borsele,Zeeland,113,51.4332889,3.8775952,Adres
1769,4435,Baarland,,Borsele,Zeeland,113,51.4083744,3.8829049,Adres
1770,4436,Oudelande,,Borsele,Zeeland,113,51.411102,3.8528273,Adres
1771,4437,Ellewoutsdijk,ELLEWOUTSDYK,Borsele,Zeeland,113,51.3891882,3.8160041,Adres
1772,4438,Driewegen,,Borsele,Zeeland,113,51.4183279,3.8029224,Adres
1773,4441,Ovezande,,Borsele,Zeeland,113,51.4297919,3.8216803,Adres
1774,4443,Nisse,,Borsele,Zeeland,113,51.4557231,3.8518473,Adres
1775,4444,'s-Heer-Abtskerke,S HEER ABTSKERKE,Borsele,Zeeland,113,51.470885,3.8817753,Adres
1776,4450,Heinkenszand,,Borsele,Zeeland,113,51.482204,3.797621,Postbus
1778,4453,'s-Heerenhoek,S HEERENHOEK,Borsele,Zeeland,113,51.4530498,3.7697674,Adres + Postbus
1779,4454,Borssele,,Borsele,Zeeland,113,51.4256645,3.7336697,Adres
1780,4455,Nieuwdorp,,Borsele,Zeeland,113,51.4705122,3.7403466,Adres
1781,4456,Lewedorp,,Borsele,Zeeland,113,51.4951309,3.7501853,Adres
1782,4458,'s-Heer-Arendskerke,S HEER ARENDSKERKE,Goes,Zeeland,113,51.4916391,3.8231764,Adres
1783,4460,Goes,,Goes,Zeeland,113,51.4997323,3.8861125,Postbus
1789,4471,Wolphaartsdijk,WOLPHAARTSDYK,Goes,Zeeland,113,51.5299685,3.8218161,Adres
1790,4472,'s-Heer-Hendrikskinderen,,Goes,Zeeland,113,51.5023009,3.8613904,Adres
1791,4474,Kattendijke,KATTENDYKE,Goes,Zeeland,113,51.5233235,3.9444848,Adres
1792,4475,Wilhelminadorp,,Goes,Zeeland,113,51.5292075,3.8968798,Adres
1793,4481,Kloetinge,,Goes,Zeeland,113,51.5070314,3.9338321,Adres
1795,4484,Kortgene,,Noord-Beveland,Zeeland,113,51.5578335,3.8031359,Adres
1796,4485,Kats,,Noord-Beveland,Zeeland,113,51.5679227,3.8860162,Adres
1797,4486,Colijnsplaat,COLYNSPLAAT,Noord-Beveland,Zeeland,113,51.5993241,3.8500147,Adres
1798,4490,Wissenkerke,,Noord-Beveland,Zeeland,113,51.5691895,3.7553825,Postbus
1800,4493,Kamperland,,Noord-Beveland,Zeeland,113,51.5706508,3.7022927,Adres + Postbus
1801,4494,Geersdijk,GEERSDYK,Noord-Beveland,Zeeland,113,51.5646664,3.7706136,Adres
1802,4500,Oostburg,,Sluis,Zeeland,117,51.3254841,3.4908192,Postbus
1804,4503,Groede,,Sluis,Zeeland,117,51.3787644,3.5065781,Adres
1805,4504,Nieuwvliet,,Sluis,Zeeland,117,51.3719096,3.4733429,Adres
1806,4505,Zuidzande,,Sluis,Zeeland,117,51.341308,3.4517718,Adres
1807,4506,Cadzand,,Sluis,Zeeland,117,51.3692317,3.4077694,Adres
1808,4507,Schoondijke,SCHOONDYKE,Sluis,Zeeland,117,51.3540194,3.5556505,Adres
1809,4508,Waterlandkerkje,,Sluis,Zeeland,117,51.3191569,3.5598595,Adres
1810,4510,Breskens,,Sluis,Zeeland,117,51.403198,3.5408837,Postbus
1812,4513,Hoofdplaat,,Sluis,Zeeland,117,51.3697876,3.6615801,Adres
1813,4515,IJzendijke,,Sluis,Zeeland,117,51.3217174,3.6167632,Adres
1814,4520,Biervliet,,Terneuzen,Zeeland,115,51.3269506,3.6889172,Postbus
1817,4524,Sluis,,Sluis,Zeeland,117,51.3086558,3.3879195,Adres + Postbus
1818,4525,Retranchement,,Sluis,Zeeland,117,51.3481316,3.3852526,Adres
1819,4527,Aardenburg,,Sluis,Zeeland,117,51.2742727,3.4453328,Adres + Postbus
1820,4528,Sint Kruis,ST KRUIS,Sluis,Zeeland,117,51.272565,3.4950273,Adres
1821,4529,Eede,,Sluis,Zeeland,117,51.2468297,3.4431473,Adres
1822,4530,Terneuzen,,Terneuzen,Zeeland,115,51.3379494,3.8313925,Postbus
1830,4539,Spui,,Terneuzen,Zeeland,115,51.2977464,3.8782696,Adres
1831,4540,Sluiskil,,Terneuzen,Zeeland,115,51.2963197,3.8511559,Postbus
1833,4542,Hoek,,Terneuzen,Zeeland,115,51.3116932,3.7807246,Adres
1834,4543,Zaamslag,,Terneuzen,Zeeland,115,51.3127295,3.911686,Adres + Postbus
1835,4550,Sas van Gent,,Terneuzen,Zeeland,115,51.2258071,3.7976272,Postbus
1837,4553,Philippine,,Terneuzen,Zeeland,115,51.2826839,3.7587171,Adres
1838,4554,Westdorpe,,Terneuzen,Zeeland,115,51.2335278,3.8303218,Adres
1839,4560,Hulst,,Hulst,Zeeland,114,51.2796743,4.0543421,Postbus
1842,4564,Sint Jansteen,ST JANSTEEN,Hulst,Zeeland,114,51.2631795,4.0486905,Adres + Postbus
1843,4565,Kapellebrug,,Hulst,Zeeland,114,51.2543768,4.0650501,Adres
1844,4566,Heikant,,Hulst,Zeeland,114,51.2522521,4.0342834,Adres
1845,4567,Clinge,,Hulst,Zeeland,114,51.2693961,4.0888417,Adres + Postbus
1846,4568,Nieuw-Namen,NIEUW NAMEN,Hulst,Zeeland,114,51.2937002,4.1613557,Adres
1847,4569,Graauw,,Hulst,Zeeland,114,51.3301724,4.1047304,Adres
1848,4570,Axel,,Terneuzen,Zeeland,115,51.2588941,3.9100399,Postbus
1850,4574,Zuiddorpe,,Terneuzen,Zeeland,115,51.2345512,3.903091,Adres
1851,4575,Overslag,,Terneuzen,Zeeland,115,51.2031259,3.8914575,Adres
1852,4576,Koewacht,,Terneuzen,Zeeland,114,51.2293853,3.9680779,Adres
1853,4581,Vogelwaarde,,Hulst,Zeeland,114,51.3247316,3.9775618,Adres
1854,4583,Ter Hole,TERHOLE,Hulst,Zeeland,114,51.3161628,4.0368113,Adres
1855,4584,Kuitaart,,Hulst,Zeeland,114,51.3419995,4.0344976,Adres
1856,4585,Hengstdijk,HENGSTDYK,Hulst,Zeeland,114,51.344126,3.9959942,Adres
1857,4586,Lamswaarde,,Hulst,Zeeland,114,51.3436222,4.0559661,Adres
1858,4587,Kloosterzande,,Hulst,Zeeland,114,51.3693216,4.0131792,Adres + Postbus
1859,4588,Walsoorden,,Hulst,Zeeland,114,51.3814114,4.0276265,Adres
1860,4589,Ossenisse,,Hulst,Zeeland,114,51.3884661,3.9804612,Adres
1861,4600,Bergen op Zoom,,Bergen op Zoom,Noord-Brabant,164,51.4932152,4.2902202,Postbus
1876,4630,Hoogerheide,,Woensdrecht,Noord-Brabant,164,51.4058609,4.3345061,Postbus
1878,4634,Woensdrecht,,Woensdrecht,Noord-Brabant,164,51.4292475,4.3047078,Adres
1879,4635,Huijbergen,HUYBERGEN,Woensdrecht,Noord-Brabant,164,51.4330637,4.3779637,Adres
1880,4640,Ossendrecht,,Woensdrecht,Noord-Brabant,164,51.4058609,4.3345061,Adres + Postbus
1882,4645,Putte,,Woensdrecht,Noord-Brabant,164,51.358896,4.3957354,Adres + Postbus
1883,4650,Steenbergen,,Steenbergen,Noord-Brabant,167,51.627894,4.399958,Postbus
1886,4655,De Heen,,Steenbergen,Noord-Brabant,167,51.6103141,4.2724967,Adres
1887,4660,Halsteren,,Bergen op Zoom,Noord-Brabant,164,51.5284213,4.2788105,Postbus
1889,4664,Lepelstraat,,Bergen op Zoom,Noord-Brabant,164,51.5495719,4.2767692,Adres
1890,4670,Dinteloord,,Steenbergen,Noord-Brabant,167,51.627894,4.399958,Postbus
1892,4675,Sint Philipsland,ST PHILIPSLAND,Tholen,Zeeland,167,51.6167888,4.16795,Adres + Postbus
1893,4681,Nieuw-Vossemeer,NIEUW VOSSEMEER,Steenbergen,Noord-Brabant,167,51.5896321,4.2179697,Adres
1894,4690,Tholen,,Tholen,Zeeland,166,51.538619,4.1901932,Postbus
1896,4693,Poortvliet,,Tholen,Zeeland,166,51.5446862,4.143358,Adres
1897,4694,Scherpenisse,,Tholen,Zeeland,166,51.5463105,4.1040252,Adres
1898,4695,Sint Maartensdijk,ST MAARTENSDYK,Tholen,Zeeland,166,51.5491448,4.0767226,Adres
1899,4696,Stavenisse,,Tholen,Zeeland,166,51.5861025,4.0122135,Adres
1900,4697,Sint Annaland,ST ANNALAND,Tholen,Zeeland,166,51.5998713,4.1033185,Adres + Postbus
1901,4698,Oud-Vossemeer,OUD VOSSEMEER,Tholen,Zeeland,166,51.5705615,4.198129,Adres + Postbus
1902,4700,Roosendaal,,Roosendaal,Noord-Brabant,165,51.5488875,4.4293118,Postbus
1911,4709,Nispen,,Roosendaal,Noord-Brabant,165,51.4864749,4.4532481,Adres
1912,4711,Sint Willebrord,ST WILLEBRORD,Rucphen,Noord-Brabant,165,51.5517785,4.5897498,Adres
1913,4714,Sprundel,,Rucphen,Noord-Brabant,165,51.5353221,4.5930928,Adres + Postbus
1914,4715,Rucphen,,Rucphen,Noord-Brabant,165,51.5335666,4.5603199,Adres
1915,4721,Schijf,SCHYF,Rucphen,Noord-Brabant,165,51.4960157,4.5313899,Adres
1917,4724,Wouw,,Roosendaal,Noord-Brabant,165,51.5218976,4.3887158,Adres
1918,4725,Wouwse Plantage,,Roosendaal,Noord-Brabant,165,51.4842696,4.3888071,Adres
1919,4726,Heerle,,Roosendaal,Noord-Brabant,165,51.5195961,4.3606999,Adres
1920,4727,Moerstraten,,Roosendaal,Noord-Brabant,165,51.5410276,4.3420642,Adres
1921,4730,Oudenbosch,,Halderberge,Noord-Brabant,165,51.5896718,4.5515809,Postbus
1923,4735,Zegge,,Rucphen,Noord-Brabant,165,51.5568408,4.5184235,Adres
1924,4741,Hoeven,,Halderberge,Noord-Brabant,165,51.5791978,4.5839864,Adres
1925,4744,Bosschenhoofd,,Halderberge,Noord-Brabant,165,51.5608187,4.5423737,Adres
1926,4750,Oud Gastel,,Halderberge,Noord-Brabant,165,51.5488875,4.4293118,Postbus
1928,4754,Stampersgat,,Halderberge,Noord-Brabant,165,51.6139275,4.4427261,Adres
1929,4756,Kruisland,,Steenbergen,Noord-Brabant,167,51.5703451,4.4074783,Adres
1930,4758,Standdaarbuiten,,Moerdijk,Noord-Brabant,165,51.6133003,4.5135592,Adres
1931,4759,Noordhoek,,Moerdijk,Noord-Brabant,168,51.6429953,4.5336613,Adres
1932,4760,Zevenbergen,,Moerdijk,Noord-Brabant,168,51.7299368,5.5726323,Postbus
1935,4765,Zevenbergschen Hoek,ZEVENBERGS HOEK,Moerdijk,Noord-Brabant,168,51.6731202,4.6782725,Adres
1937,4771,Langeweg,,Moerdijk,Noord-Brabant,168,51.6496658,4.6467815,Adres
1939,4780,Moerdijk,MOERDYK,Moerdijk,Noord-Brabant,168,51.5949267,4.5463626,Postbus
1942,4790,Klundert,,Moerdijk,Noord-Brabant,168,51.4390553,5.4358209,Postbus
1944,4793,Fijnaart,FYNAART,Moerdijk,Noord-Brabant,168,51.6364799,4.4731556,Adres + Postbus
1945,4794,Heijningen,HEYNINGEN,Moerdijk,Noord-Brabant,168,51.6558653,4.4125141,Adres
1946,4796,Oudemolen,,Moerdijk,Noord-Brabant,168,51.6648557,4.4590927,Adres
1947,4797,Willemstad,,Moerdijk,Noord-Brabant,168,51.6919469,4.4379073,Adres + Postbus
1948,4800,Breda,,Breda,Noord-Brabant,76,51.5896,4.77717,Postbus
1974,4840,Prinsenbeek,,Breda,Noord-Brabant,76,51.602582,4.721368,Postbus
1976,4844,Terheijden,TERHEYDEN,Drimmelen,Noord-Brabant,76,51.6443817,4.7512386,Adres + Postbus
1977,4845,Wagenberg,,Drimmelen,Noord-Brabant,76,51.6646838,4.747925,Adres
1978,4847,Teteringen,,Breda,Noord-Brabant,76,51.6100996,4.8236992,Adres + Postbus
1979,4849,Dorst,,Oosterhout,Noord-Brabant,161,51.5906836,4.8582707,Adres + Postbus
1980,4850,Ulvenhout,,Breda,Noord-Brabant,76,51.5613826,4.7920382,Postbus
1982,4854,Bavel,,Breda,Noord-Brabant,161,51.5668739,4.8308114,Adres
1983,4855,Galder,,Alphen-Chaam,Noord-Brabant,76,51.5142098,4.7741483,Adres
1984,4856,Strijbeek,STRYBEEK,Alphen-Chaam,Noord-Brabant,76,51.5015194,4.7971903,Adres
1987,4860,Chaam,,Alphen-Chaam,Noord-Brabant,161,51.4811391,4.6154253,Postbus
1989,4870,Etten-Leur,ETTEN LEUR,Etten-Leur,Noord-Brabant,76,51.5857936,4.6450701,Postbus
1999,4880,Zundert,,Zundert,Noord-Brabant,76,51.473146,4.6643297,Postbus
2002,4884,Wernhout,,Zundert,Noord-Brabant,76,51.4558841,4.6431964,Adres
2003,4885,Achtmaal,,Zundert,Noord-Brabant,76,51.4541025,4.5832867,Adres
2004,4890,Rijsbergen,RYSBERGEN,Zundert,Noord-Brabant,76,51.5864096,4.9773537,Postbus
2006,4900,Oosterhout,Oosterhout Nb,Oosterhout,Noord-Brabant,162,51.6394246,4.8618289,Postbus
2015,4909,Oosteind,,Oosterhout,Noord-Brabant,162,51.6460883,4.9036273,Adres
2016,4911,Den Hout,,Oosterhout,Noord-Brabant,162,51.6586088,4.8120397,Adres
2017,4920,Made,,Drimmelen,Noord-Brabant,162,51.5817618,4.5283895,Postbus
2019,4924,Drimmelen,,Drimmelen,Noord-Brabant,162,51.7085524,4.8034905,Adres
2020,4926,Lage Zwaluwe,,Drimmelen,Noord-Brabant,168,51.7102543,4.7042699,Adres + Postbus
2021,4927,Hooge Zwaluwe,,Drimmelen,Noord-Brabant,168,51.6883234,4.7426213,Adres
2022,4930,Geertruidenberg,,Geertruidenberg,Noord-Brabant,162,51.7008149,4.8596086,Postbus
2024,4940,Raamsdonksveer,,Geertruidenberg,Noord-Brabant,162,51.6891589,4.8760318,Postbus
2027,4944,Raamsdonk,,Geertruidenberg,Noord-Brabant,162,51.6898836,4.9043163,Adres
2028,5000,Tilburg,,Tilburg,Noord-Brabant,13,51.59113,5.09348,Postbus
2057,5050,Goirle,,Goirle,Noord-Brabant,13,51.5588664,5.0800386,Postbus
2061,5056,Berkel-Enschot,BERKEL ENSCHOT,Tilburg,Noord-Brabant,13,51.5878583,5.1465219,Adres + Postbus
2062,5059,Heukelom,,Oisterwijk,Noord-Brabant,13,51.5758107,5.154778,Adres
2063,5060,Oisterwijk,OISTERWYK,Oisterwijk,Noord-Brabant,13,51.5809909,5.1980271,Postbus
2067,5066,Moergestel,,Oisterwijk,Noord-Brabant,13,51.5462872,5.1709311,Adres + Postbus
2068,5070,Udenhout,,Tilburg,Noord-Brabant,13,51.6348382,5.2090164,Postbus
2070,5074,Biezenmortel,,Haaren,Noord-Brabant,13,51.6243382,5.1777074,Adres
2071,5076,Haaren,,Haaren,Noord-Brabant,411,51.6021331,5.2267124,Adres + Postbus
2072,5080,Hilvarenbeek,,Hilvarenbeek,Noord-Brabant,13,51.5588664,5.0800386,Postbus
2074,5084,Biest-Houtakker,Biest Houtakker;Biest,Hilvarenbeek,Noord-Brabant,13,51.5081801,5.1591711,Adres
2075,5085,Esbeek,,Hilvarenbeek,Noord-Brabant,13,51.4622478,5.1370682,Adres
2076,5087,Diessen,,Hilvarenbeek,Noord-Brabant,13,51.4757206,5.175417,Adres + Postbus
2077,5089,Haghorst,,Hilvarenbeek,Noord-Brabant,13,51.4959221,5.2069552,Adres
2078,5091,Oost- West- en Middelbeers,Oost West en Middelbeers,Oirschot,Noord-Brabant,13,51.471631,5.2430774,Adres
2079,5094,Lage Mierde,,Reusel-De Mierden,Noord-Brabant,13,51.4059976,5.150455,Adres
2080,5095,Hooge Mierde,,Reusel-De Mierden,Noord-Brabant,13,51.3894095,5.1287338,Adres
2081,5096,Hulsel,,Reusel-De Mierden,Noord-Brabant,13,51.3879936,5.1789361,Adres
2082,5100,Dongen,,Dongen,Noord-Brabant,162,51.6304849,4.9362777,Postbus
2090,5109,'s-Gravenmoer,S GRAVENMOER,Dongen,Noord-Brabant,162,51.6588074,4.942094,Adres + Postbus
2091,5110,Baarle-Nassau,BAARLE NASSAU;Baarle-Hertog-Nassau;Baarle-Nassau-Hertog,Baarle-Nassau,Noord-Brabant,13,51.4435,4.92869,Postbus
2093,5113,Ulicoten,,Baarle-Nassau,Noord-Brabant,13,51.4578947,4.8566909,Adres
2094,5114,Castelré,CASTELRE,Baarle-Nassau,Noord-Brabant,13,51.4333333,4.7833333,Adres
2095,5120,Rijen,,Gilze en Rijen,Noord-Brabant,161,51.5675967,4.937517,Postbus
2098,5124,Molenschot,,Gilze en Rijen,Noord-Brabant,161,51.5728921,4.8820195,Adres
2099,5125,Hulten,,Gilze en Rijen,Noord-Brabant,161,51.5722857,4.9549864,Adres
2100,5126,Gilze,,Gilze en Rijen,Noord-Brabant,161,51.5442814,4.9413872,Adres + Postbus
2101,5130,Alphen,,Alphen-Chaam,Noord-Brabant,13,51.7863327,5.5227297,Postbus
2103,5133,Riel,,Goirle,Noord-Brabant,13,51.5259901,5.0252716,Adres
2104,5140,Waalwijk,WAALWYK,Waalwijk,Noord-Brabant,416,51.6901729,5.0531762,Adres + Postbus
2111,5150,Drunen,,Heusden,Noord-Brabant,416,51.5766966,5.0142747,Adres + Postbus
2114,5154,Elshout,,Heusden,Noord-Brabant,416,51.70193,5.1421528,Adres
2115,5160,Sprang-Capelle,SPRANG CAPELLE,Waalwijk,Noord-Brabant,416,51.6901729,5.0531762,Postbus
2117,5165,Waspik,,Waalwijk,Noord-Brabant,416,51.685585,4.9495377,Adres + Postbus
2118,5170,Kaatsheuvel,,Loon op Zand,Noord-Brabant,416,51.6901729,5.0531762,Postbus
2121,5175,Loon op Zand,,Loon op Zand,Noord-Brabant,416,51.6270137,5.0720086,Adres + Postbus
2122,5176,De Moer,,Loon op Zand,Noord-Brabant,13,51.6255918,5.0134146,Adres
2123,5200,'s-Hertogenbosch,S HERTOGENBOSCH;Den Bosch,'s-Hertogenbosch,Noord-Brabant,73,51.677923,5.3295242,Postbus
2143,5240,Rosmalen,,'s-Hertogenbosch,Noord-Brabant,73,51.7184144,5.363585,Postbus
2153,5250,Vlijmen,VLYMEN,Heusden,Noord-Brabant,73,51.57523,4.9720774,Postbus
2156,5253,Nieuwkuijk,NIEUWKUYK,Heusden,Noord-Brabant,73,51.6903595,5.1780672,Adres
2157,5254,Haarsteeg,ww,Heusden,Noord-Brabant,73,51.7102766,5.1984482,Adres
2158,5256,Heusden,,Heusden,Noord-Brabant,416,51.733889,5.138333,Adres + Postbus
2159,5258,Berlicum,,Sint-Michielsgestel,Noord-Brabant,73,51.6788511,5.4012001,Adres + Postbus
2160,5260,Vught,,Vught,Noord-Brabant,73,51.6574409,5.2994167,Postbus
2165,5266,Cromvoirt,,Vught,Noord-Brabant,411,51.6612638,5.2298416,Adres
2166,5268,Helvoirt,,Haaren,Noord-Brabant,411,51.630874,5.2301204,Adres + Postbus
2167,5270,Sint-Michielsgestel,ST MICHIELSGESTEL,Sint-Michielsgestel,Noord-Brabant,73,51.6411669,5.3438558,Postbus
2170,5275,Den Dungen,,Sint-Michielsgestel,Noord-Brabant,73,51.6653323,5.3717239,Adres + Postbus
2171,5280,Boxtel,,Boxtel,Noord-Brabant,411,51.5922927,5.3162236,Postbus
2175,5291,Gemonde,,Sint-Michielsgestel,Noord-Brabant,73,51.6117629,5.3511555,Adres
2179,5296,Esch,,Haaren,Noord-Brabant,411,51.611461,5.2901588,Adres
2180,5298,Liempde,,Boxtel,Noord-Brabant,411,51.569362,5.3723188,Adres + Postbus
2181,5300,Zaltbommel,,Zaltbommel,Gelderland,418,51.8113393,5.2495298,Postbus
2184,5305,Zuilichem,,Zaltbommel,Gelderland,418,51.8080071,5.1358349,Adres
2185,5306,Brakel,,Zaltbommel,Gelderland,418,51.8186409,5.0934983,Adres + Postbus
2186,5307,Poederoijen,POEDEROYEN,Zaltbommel,Gelderland,418,51.7846183,5.0788795,Adres
2187,5308,Aalst,,Zaltbommel,Gelderland,418,51.7822878,5.1260223,Adres + Postbus
2188,5310,Gameren,,Zaltbommel,Gelderland,418,51.8833486,5.1529531,Postbus
2190,5313,Nieuwaal,,Zaltbommel,Gelderland,418,51.8098893,5.1790214,Adres
2191,5314,Bruchem,,Zaltbommel,Gelderland,418,51.7867535,5.2383323,Adres
2192,5315,Kerkwijk,KERKWYK,Zaltbommel,Gelderland,418,51.7750073,5.2195059,Adres
